member_number,Recency,Frequency,Monetary,R,F,M,RFM_Level
3754,181.0,2,61.3,2,1,2,REGULARS
3755,135.33333333333334,3,43.9,3,2,2,REGULARS
3756,84.4,5,80.7,4,4,3,ACTIVE
3757,90.28571428571428,7,88.56,4,4,3,ACTIVE
3758,121.16666666666669,6,105.0,3,4,3,REGULARS
3759,131.75,4,48.02,3,3,2,REGULARS
3760,132.6,5,64.76,3,4,2,REGULARS
3761,85.75,8,245.11,4,4,4,ACTIVE
3762,109.4,5,71.4,4,4,2,ACTIVE
3763,138.8,5,189.91,3,4,4,REGULARS
3764,117.83333333333331,6,70.8,3,4,2,REGULARS
3765,212.66666666666663,3,88.41,2,2,3,REGULARS
3766,226.0,3,160.13,1,2,4,REGULARS
3767,174.75,4,43.5,2,3,1,REGULARS
3768,103.28571428571428,7,239.92,4,4,4,ACTIVE
3769,175.25,4,125.15,2,3,4,REGULARS
3770,351.0,1,55.4,1,1,2,REGULARS
3771,374.0,1,7.3,1,1,1,NEW
3772,129.5,4,58.72,3,3,2,REGULARS
3773,217.66666666666663,3,87.6,1,2,3,REGULARS
3774,88.0,4,144.7,4,3,4,ACTIVE
3775,132.8,5,86.0,3,4,3,REGULARS
3776,112.83333333333331,6,214.9,3,4,4,REGULARS
3777,672.0,1,7.9,1,1,1,NEW
3778,122.4,5,89.9,3,4,3,REGULARS
3779,102.0,6,161.05,4,4,4,ACTIVE
3780,674.0,1,3.7,1,1,1,NEW
3781,180.66666666666663,3,55.31,2,2,2,REGULARS
3782,102.0,7,135.35,4,4,4,ACTIVE
3783,89.71428571428571,7,148.0,4,4,4,ACTIVE
3784,222.0,3,63.5,1,2,2,REGULARS
3785,171.25,4,115.2,2,3,3,REGULARS
3786,127.4,5,119.9,3,4,4,REGULARS
3787,222.66666666666663,3,53.95,1,2,2,REGULARS
3788,317.0,1,25.81,1,1,1,NEW
3789,179.0,4,97.92,2,3,3,REGULARS
3790,102.5,6,104.1,4,4,3,ACTIVE
3791,170.5,2,31.2,2,1,1,REGULARS
3792,518.0,1,35.1,1,1,1,NEW
3793,72.875,8,107.42,4,4,3,ACTIVE
3794,90.0,4,122.41,4,3,4,ACTIVE
3795,231.33333333333331,3,44.3,1,2,2,REGULARS
3796,207.0,1,9.0,2,1,1,REGULARS
3797,121.33333333333331,6,94.81,3,4,3,REGULARS
3798,341.5,2,67.36,1,1,2,REGULARS
3799,195.66666666666663,3,91.8,2,2,3,REGULARS
3800,178.0,3,35.8,2,2,1,REGULARS
3801,164.0,3,45.4,2,2,2,REGULARS
3802,285.0,2,64.4,1,1,2,REGULARS
3803,93.5,6,142.06,4,4,4,ACTIVE
3804,152.75,4,116.33,3,3,4,REGULARS
3805,242.33333333333331,3,31.1,1,2,1,REGULARS
3806,145.0,2,86.62,3,1,3,REGULARS
3807,334.0,2,49.5,1,1,2,REGULARS
3808,135.8,5,76.0,3,4,3,REGULARS
3809,149.5,4,139.9,3,3,4,REGULARS
3810,263.5,2,53.4,1,1,2,REGULARS
3811,92.42857142857144,7,79.6,4,4,3,ACTIVE
3812,79.375,8,150.65,4,4,4,ACTIVE
3813,185.0,2,54.1,2,1,2,REGULARS
3814,241.33333333333331,3,121.64,1,2,4,REGULARS
3815,174.75,4,52.6,2,3,2,REGULARS
3816,160.5,4,57.7,2,3,2,REGULARS
3817,131.6,5,112.0,3,4,3,REGULARS
3818,131.8,5,120.21,3,4,4,REGULARS
3819,131.0,2,138.8,3,1,4,REGULARS
3820,299.5,2,32.51,1,1,1,NEW
3821,168.0,4,171.11,2,3,4,REGULARS
3822,96.4,5,221.47,4,4,4,ACTIVE
3823,385.0,1,7.9,1,1,1,NEW
3824,321.0,1,5.4,1,1,1,NEW
3825,702.0,1,29.14,1,1,1,NEW
3826,612.0,1,27.24,1,1,1,NEW
3827,111.66666666666669,6,169.74,4,4,4,ACTIVE
3828,168.5,4,49.4,2,3,2,REGULARS
3829,62.66666666666666,3,140.62,4,2,4,ACTIVE
3830,77.88888888888889,9,214.05,4,4,4,ACTIVE
3831,167.25,4,75.56,2,3,3,REGULARS
3832,143.4,5,170.97,3,4,4,REGULARS
3834,324.5,2,17.76,1,1,1,NEW
3835,99.28571428571428,7,120.06,4,4,4,ACTIVE
3836,282.0,2,24.7,1,1,1,NEW
3837,197.0,2,63.6,2,1,2,REGULARS
3838,170.66666666666666,3,59.1,2,2,2,REGULARS
3839,185.66666666666663,3,75.0,2,2,3,REGULARS
3840,143.6,5,57.22,3,4,2,REGULARS
3841,86.5,6,136.38,4,4,4,ACTIVE
3842,166.75,4,96.6,2,3,3,REGULARS
3843,120.0,4,131.81,3,3,4,REGULARS
3844,81.14285714285714,7,136.6,4,4,4,ACTIVE
3845,102.0,1,17.4,4,1,1,REGULARS
3846,107.4,5,99.97,4,4,3,ACTIVE
3847,131.2,5,158.1,3,4,4,REGULARS
3848,145.0,5,87.12,3,4,3,REGULARS
3849,144.6,5,89.01,3,4,3,REGULARS
3850,180.5,4,81.5,2,3,3,REGULARS
3851,150.75,4,59.9,3,3,2,REGULARS
3852,184.0,3,30.1,2,2,1,REGULARS
3853,179.0,1,75.71,2,1,3,REGULARS
3854,184.0,3,39.22,2,2,1,REGULARS
3855,89.75,8,193.5,4,4,4,ACTIVE
3856,115.0,6,154.6,3,4,4,REGULARS
3857,127.2,5,87.4,3,4,3,REGULARS
3858,278.0,1,4.0,1,1,1,NEW
3859,74.5,2,58.3,4,1,2,REGULARS
3860,225.0,2,51.27,1,1,2,REGULARS
3861,228.66666666666663,3,57.85,1,2,2,REGULARS
3862,109.33333333333331,6,168.55,4,4,4,ACTIVE
3863,110.0,6,122.92,4,4,4,ACTIVE
3864,92.0,7,110.5,4,4,3,ACTIVE
3866,123.8,5,75.7,3,4,3,REGULARS
3867,174.66666666666666,3,78.88,2,2,3,REGULARS
3868,171.0,2,82.35,2,1,3,REGULARS
3869,195.0,3,62.4,2,2,2,REGULARS
3870,156.0,2,28.2,2,1,1,REGULARS
3871,167.0,3,34.11,2,2,1,REGULARS
3872,63.5,10,301.33,4,4,4,ACTIVE
3874,529.0,1,7.8,1,1,1,NEW
3876,164.0,3,33.5,2,2,1,REGULARS
3877,115.33333333333331,6,187.4,3,4,4,REGULARS
3878,124.0,5,133.01,3,4,4,REGULARS
3879,102.71428571428572,7,220.47,4,4,4,ACTIVE
3881,123.8,5,139.55,3,4,4,REGULARS
3882,106.0,5,94.85,4,4,3,ACTIVE
3883,332.5,2,19.5,1,1,1,NEW
3884,222.0,2,69.8,1,1,2,REGULARS
3885,130.5,2,32.4,3,1,1,REGULARS
3886,91.0,3,50.0,4,2,2,ACTIVE
3887,462.0,1,18.44,1,1,1,NEW
3888,220.0,2,38.42,1,1,1,NEW
3889,201.5,2,13.8,2,1,1,REGULARS
3890,177.25,4,31.1,2,3,1,REGULARS
3891,94.6,5,119.49,4,4,4,ACTIVE
3892,316.0,2,46.0,1,1,2,REGULARS
3893,144.2,5,56.34,3,4,2,REGULARS
3894,172.0,4,92.9,2,3,3,REGULARS
3895,227.0,3,63.45,1,2,2,REGULARS
3896,159.25,4,55.6,2,3,2,REGULARS
3897,84.2,5,52.5,4,4,2,ACTIVE
3898,123.0,4,156.01,3,3,4,REGULARS
3899,140.4,5,80.21,3,4,3,REGULARS
3900,141.2,5,122.65,3,4,4,REGULARS
3901,342.0,2,34.7,1,1,1,NEW
3902,186.33333333333331,3,80.4,2,2,3,REGULARS
3903,113.0,6,125.4,3,4,4,REGULARS
3904,154.0,3,137.0,2,2,4,REGULARS
3905,100.57142857142856,7,74.59,4,4,2,ACTIVE
3906,213.0,2,21.6,2,1,1,REGULARS
3907,200.0,3,90.1,2,2,3,REGULARS
3908,306.0,2,32.3,1,1,1,NEW
3909,84.0,6,180.87,4,4,4,ACTIVE
3910,170.25,4,125.14,2,3,4,REGULARS
3911,107.66666666666669,6,122.04,4,4,4,ACTIVE
3912,139.0,3,60.6,3,2,2,REGULARS
3913,157.0,4,90.42,2,3,3,REGULARS
3914,137.66666666666666,3,33.82,3,2,1,REGULARS
3915,62.5,10,192.64,4,4,4,ACTIVE
3916,195.66666666666663,3,49.51,2,2,2,REGULARS
3917,136.8,5,102.14,3,4,3,REGULARS
3918,108.33333333333331,6,232.92,4,4,4,ACTIVE
3919,172.5,4,99.2,2,3,3,REGULARS
3920,179.5,4,170.9,2,3,4,REGULARS
3921,174.0,4,60.4,2,3,2,REGULARS
3922,116.0,5,201.75,3,4,4,REGULARS
3923,183.33333333333331,3,48.74,2,2,2,REGULARS
3924,239.0,3,85.4,1,2,3,REGULARS
3925,261.0,2,63.72,1,1,2,REGULARS
3926,114.66666666666669,6,159.42,3,4,4,REGULARS
3927,153.33333333333334,3,61.51,2,2,2,REGULARS
3928,170.0,3,72.12,2,2,2,REGULARS
3929,179.75,4,37.74,2,3,1,REGULARS
3930,289.0,2,76.01,1,1,3,REGULARS
3931,111.2,5,118.11,4,4,4,ACTIVE
3932,602.0,1,12.1,1,1,1,NEW
3933,268.0,2,19.62,1,1,1,NEW
3934,160.75,4,63.36,2,3,2,REGULARS
3935,209.0,3,86.21,2,2,3,REGULARS
3936,275.5,2,57.15,1,1,2,REGULARS
3937,90.8,5,101.11,4,4,3,ACTIVE
3938,88.0,7,189.62,4,4,4,ACTIVE
3939,230.5,2,48.89,1,1,2,REGULARS
3940,174.0,2,48.2,2,1,2,REGULARS
3941,415.0,1,52.34,1,1,2,REGULARS
3942,91.0,8,134.61,4,4,4,ACTIVE
3943,636.0,1,12.3,1,1,1,NEW
3944,361.0,1,9.4,1,1,1,NEW
3945,234.66666666666663,3,31.4,1,2,1,REGULARS
3946,124.0,5,201.7,3,4,4,REGULARS
3947,138.0,5,119.0,3,4,4,REGULARS
3948,135.6,5,147.02,3,4,4,REGULARS
3949,273.0,1,2.1,1,1,1,NEW
3950,141.4,5,200.01,3,4,4,REGULARS
3952,159.0,4,62.16,2,3,2,REGULARS
3953,149.0,4,66.3,3,3,2,REGULARS
3954,171.5,2,126.5,2,1,4,REGULARS
3955,62.0,2,35.4,4,1,1,REGULARS
3956,121.33333333333331,6,154.44,3,4,4,REGULARS
3957,75.57142857142857,7,248.11,4,4,4,ACTIVE
3958,100.33333333333331,3,21.6,4,2,1,ACTIVE
3959,98.0,6,162.5,4,4,4,ACTIVE
3960,100.85714285714286,7,211.9,4,4,4,ACTIVE
3961,138.75,4,61.9,3,3,2,REGULARS
3962,82.0,5,119.66,4,4,4,ACTIVE
3963,115.4,5,134.25,3,4,4,REGULARS
3964,349.5,2,32.7,1,1,1,NEW
3965,162.5,4,45.16,2,3,2,REGULARS
3966,144.4,5,45.52,3,4,2,REGULARS
3967,100.85714285714286,7,119.99,4,4,4,ACTIVE
3968,210.0,2,16.4,2,1,1,REGULARS
3969,240.5,2,51.8,1,1,2,REGULARS
3970,423.0,1,17.2,1,1,1,NEW
3971,173.5,5,171.04,2,4,4,REGULARS
3972,106.0,6,95.0,4,4,3,ACTIVE
3973,115.83333333333331,6,205.9,3,4,4,REGULARS
3974,164.0,3,35.7,2,2,1,REGULARS
3975,305.0,2,55.81,1,1,2,REGULARS
3976,109.5,6,99.89,4,4,3,ACTIVE
3977,348.5,2,42.4,1,1,1,NEW
3978,240.0,2,65.9,1,1,2,REGULARS
3979,336.0,2,51.0,1,1,2,REGULARS
3980,192.66666666666663,3,48.3,2,2,2,REGULARS
3981,44.5,2,13.7,4,1,1,REGULARS
3982,97.85714285714286,7,82.79,4,4,3,ACTIVE
3983,81.5,2,191.1,4,1,4,REGULARS
3984,242.0,2,63.4,1,1,2,REGULARS
3985,111.2,5,69.6,4,4,2,ACTIVE
3986,95.6,5,69.61,4,4,2,ACTIVE
3987,121.5,4,61.05,3,3,2,REGULARS
3989,204.33333333333331,3,48.1,2,2,2,REGULARS
3990,593.0,1,3.7,1,1,1,NEW
3991,545.0,1,20.16,1,1,1,NEW
3992,313.5,2,31.75,1,1,1,NEW
3993,315.0,1,13.9,1,1,1,NEW
3994,393.0,1,15.7,1,1,1,NEW
3995,187.0,1,13.0,2,1,1,REGULARS
3996,193.0,3,93.41,2,2,3,REGULARS
3997,100.75,4,106.9,4,3,3,ACTIVE
3998,120.16666666666669,6,110.8,3,4,3,REGULARS
3999,65.4,5,75.2,4,4,3,ACTIVE
4001,189.0,3,41.71,2,2,1,REGULARS
4002,119.33333333333331,6,151.55,3,4,4,REGULARS
4003,102.75,4,69.04,4,3,2,ACTIVE
4004,127.5,2,76.81,3,1,3,REGULARS
4005,596.0,1,24.5,1,1,1,NEW
4006,100.0,4,132.81,4,3,4,ACTIVE
4007,112.75,4,87.5,3,3,3,REGULARS
4008,110.5,4,92.63,4,3,3,ACTIVE
4009,169.75,4,57.6,2,3,2,REGULARS
4010,253.0,2,19.4,1,1,1,NEW
4011,489.0,1,11.0,1,1,1,NEW
4012,138.33333333333334,3,100.6,3,2,3,REGULARS
4013,131.75,4,70.38,3,3,2,REGULARS
4014,174.25,4,38.66,2,3,1,REGULARS
4015,97.28571428571428,7,108.04,4,4,3,ACTIVE
4016,262.5,2,60.4,1,1,2,REGULARS
4017,122.25,4,47.3,3,3,2,REGULARS
4018,96.71428571428572,7,152.1,4,4,4,ACTIVE
4019,73.875,8,119.9,4,4,4,ACTIVE
4020,197.0,2,39.4,2,1,1,REGULARS
4021,205.33333333333331,3,41.8,2,2,1,REGULARS
4022,179.33333333333334,3,86.0,2,2,3,REGULARS
4023,343.0,1,3.4,1,1,1,NEW
4024,106.66666666666669,6,142.9,4,4,4,ACTIVE
4025,157.25,4,73.82,2,3,2,REGULARS
4027,116.0,2,25.8,3,1,1,REGULARS
4028,152.5,4,156.5,3,3,4,REGULARS
4029,429.0,1,3.2,1,1,1,NEW
4030,117.8,5,145.05,3,4,4,REGULARS
4031,120.33333333333331,3,23.0,3,2,1,REGULARS
4032,265.0,2,16.6,1,1,1,NEW
4033,224.33333333333331,3,33.7,1,2,1,REGULARS
4034,162.66666666666666,3,44.7,2,2,2,REGULARS
4035,133.5,4,63.6,3,3,2,REGULARS
4036,141.4,5,94.35,3,4,3,REGULARS
4037,151.0,4,76.9,3,3,3,REGULARS
4038,185.0,3,91.6,2,2,3,REGULARS
4039,152.25,4,88.2,3,3,3,REGULARS
4040,137.75,4,87.3,3,3,3,REGULARS
4041,204.66666666666663,3,73.9,2,2,2,REGULARS
4042,117.33333333333331,6,102.35,3,4,3,REGULARS
4043,343.0,1,12.6,1,1,1,NEW
4044,137.0,4,148.4,3,3,4,REGULARS
4045,171.75,4,149.91,2,3,4,REGULARS
4046,159.75,4,42.42,2,3,1,REGULARS
4047,317.5,2,32.44,1,1,1,NEW
4048,209.0,3,44.75,2,2,2,REGULARS
4049,180.66666666666663,3,174.91,2,2,4,REGULARS
4050,221.0,3,93.5,1,2,3,REGULARS
4051,188.5,2,37.1,2,1,1,REGULARS
4052,296.0,2,24.82,1,1,1,NEW
4053,283.0,1,59.5,1,1,2,REGULARS
4054,225.5,2,91.2,1,1,3,REGULARS
4055,645.0,1,47.41,1,1,2,REGULARS
4056,99.83333333333331,6,134.47,4,4,4,ACTIVE
4058,345.5,3,78.99,1,2,3,REGULARS
4059,188.33333333333331,3,92.7,2,2,3,REGULARS
4060,151.66666666666666,3,101.9,3,2,3,REGULARS
4061,202.0,3,66.8,2,2,2,REGULARS
4062,398.0,1,4.6,1,1,1,NEW
4063,84.5,2,37.8,4,1,1,REGULARS
4064,107.66666666666669,3,83.9,4,2,3,ACTIVE
4065,119.33333333333331,6,58.04,3,4,2,REGULARS
4066,176.25,4,75.9,2,3,3,REGULARS
4067,238.66666666666663,3,80.4,1,2,3,REGULARS
4068,137.25,4,97.3,3,3,3,REGULARS
4069,171.0,3,45.7,2,2,2,REGULARS
4070,220.66666666666663,3,43.1,1,2,1,REGULARS
4071,138.0,4,115.26,3,3,3,REGULARS
4072,138.0,1,9.4,3,1,1,REGULARS
4073,139.8,5,124.21,3,4,4,REGULARS
4074,164.75,4,70.21,2,3,2,REGULARS
4075,165.5,4,66.0,2,3,2,REGULARS
4076,126.4,5,84.6,3,4,3,REGULARS
4077,116.33333333333331,6,110.7,3,4,3,REGULARS
4078,119.66666666666669,6,253.12,3,4,4,REGULARS
4079,217.33333333333331,3,37.0,1,2,1,REGULARS
4080,154.0,4,54.9,2,3,2,REGULARS
4081,239.33333333333331,3,31.44,1,2,1,REGULARS
4082,120.4,5,135.7,3,4,4,REGULARS
4083,502.0,1,40.9,1,1,1,NEW
4084,124.0,5,89.8,3,4,3,REGULARS
4085,156.0,4,50.1,2,3,2,REGULARS
4086,143.0,5,176.96,3,4,4,REGULARS
4087,241.0,2,35.3,1,1,1,NEW
4088,170.0,4,69.23,2,3,2,REGULARS
4089,218.33333333333331,3,56.65,1,2,2,REGULARS
4090,191.66666666666663,3,44.12,2,2,2,REGULARS
4091,106.5,6,118.95,4,4,4,ACTIVE
4092,139.75,4,137.51,3,3,4,REGULARS
4093,270.0,2,22.3,1,1,1,NEW
4094,176.75,4,48.1,2,3,2,REGULARS
4095,30.666666666666668,3,128.9,4,2,4,ACTIVE
4096,154.75,4,173.0,2,3,4,REGULARS
4097,98.5,6,77.8,4,4,3,ACTIVE
4098,170.5,4,90.11,2,3,3,REGULARS
4099,293.0,2,8.5,1,1,1,NEW
4100,205.33333333333331,3,65.35,2,2,2,REGULARS
4101,128.0,4,98.3,3,3,3,REGULARS
4102,44.333333333333336,6,289.4,4,4,4,ACTIVE
4103,148.0,4,68.5,3,3,2,REGULARS
4104,69.28571428571429,7,132.35,4,4,4,ACTIVE
4105,107.5,4,96.5,4,3,3,ACTIVE
4106,106.0,5,89.81,4,4,3,ACTIVE
4107,143.75,4,126.67,3,3,4,REGULARS
4108,98.0,5,135.35,4,4,4,ACTIVE
4109,102.66666666666669,6,87.95,4,4,3,ACTIVE
4110,117.33333333333331,6,124.95,3,4,4,REGULARS
4112,123.4,5,170.01,3,4,4,REGULARS
4113,109.5,6,86.21,4,4,3,ACTIVE
4114,160.75,4,72.1,2,3,2,REGULARS
4115,172.5,4,52.22,2,3,2,REGULARS
4116,195.33333333333331,3,60.0,2,2,2,REGULARS
4117,102.5,6,124.65,4,4,4,ACTIVE
4118,6.0,1,19.4,4,1,1,REGULARS
4119,108.0,4,91.81,4,3,3,ACTIVE
4120,92.8,5,108.6,4,4,3,ACTIVE
4121,117.0,6,76.52,3,4,3,REGULARS
4122,109.0,4,70.26,4,3,2,ACTIVE
4123,270.5,2,24.0,1,1,1,NEW
4124,82.57142857142857,7,130.05,4,4,4,ACTIVE
4125,130.0,5,57.6,3,4,2,REGULARS
4126,205.66666666666663,3,82.4,2,2,3,REGULARS
4127,163.0,4,89.35,2,3,3,REGULARS
4129,95.71428571428572,7,129.64,4,4,4,ACTIVE
4130,111.0,6,180.21,4,4,4,ACTIVE
4131,162.5,4,136.8,2,3,4,REGULARS
4132,167.0,4,56.16,2,3,2,REGULARS
4133,116.0,6,79.8,3,4,3,REGULARS
4134,76.0,6,104.95,4,4,3,ACTIVE
4135,338.0,2,19.4,1,1,1,NEW
4136,226.66666666666663,3,28.6,1,2,1,REGULARS
4137,61.44444444444444,9,254.04,4,4,4,ACTIVE
4138,98.6,5,133.39,4,4,4,ACTIVE
4139,322.5,2,36.9,1,1,1,NEW
4140,242.33333333333331,3,50.2,1,2,2,REGULARS
4141,48.0,1,25.1,4,1,1,REGULARS
4142,43.0,1,4.9,4,1,1,REGULARS
4143,357.5,2,24.7,1,1,1,NEW
4144,180.25,4,78.8,2,3,3,REGULARS
4145,228.33333333333331,3,31.84,1,2,1,REGULARS
4146,121.0,6,85.9,3,4,3,REGULARS
4147,123.0,4,119.1,3,3,4,REGULARS
4148,110.4,5,83.05,4,4,3,ACTIVE
4149,171.75,4,52.81,2,3,2,REGULARS
4150,161.5,4,113.71,2,3,3,REGULARS
4151,58.0,1,7.2,4,1,1,REGULARS
4152,77.6,5,115.0,4,4,3,ACTIVE
4153,97.71428571428572,7,163.0,4,4,4,ACTIVE
4154,145.75,4,80.0,3,3,3,REGULARS
4155,109.16666666666669,6,157.5,4,4,4,ACTIVE
4156,159.0,4,131.65,2,3,4,REGULARS
4157,319.0,2,61.7,1,1,2,REGULARS
4158,24.5,2,16.85,4,1,1,REGULARS
4159,193.33333333333331,3,66.21,2,2,2,REGULARS
4160,102.33333333333331,6,126.92,4,4,4,ACTIVE
4161,120.5,2,57.61,3,1,2,REGULARS
4162,170.5,4,114.0,2,3,3,REGULARS
4163,113.66666666666669,6,130.5,3,4,4,REGULARS
4164,166.75,4,127.05,2,3,4,REGULARS
4165,89.625,8,163.15,4,4,4,ACTIVE
4166,97.0,4,58.26,4,3,2,ACTIVE
4167,163.0,3,38.75,2,2,1,REGULARS
4168,231.5,2,39.7,1,1,1,NEW
4169,106.66666666666669,6,128.2,4,4,4,ACTIVE
4170,71.2,5,119.65,4,4,4,ACTIVE
4171,240.66666666666663,3,47.9,1,2,2,REGULARS
4172,227.33333333333331,3,50.15,1,2,2,REGULARS
4173,342.0,2,56.2,1,1,2,REGULARS
4174,266.5,2,37.5,1,1,1,NEW
4175,335.0,1,101.8,1,1,3,REGULARS
4176,189.0,3,37.66,2,2,1,REGULARS
4177,231.0,3,70.3,1,2,2,REGULARS
4178,83.28571428571429,7,113.15,4,4,3,ACTIVE
4179,171.33333333333334,3,121.1,2,2,4,REGULARS
4180,103.0,6,92.11,4,4,3,ACTIVE
4181,479.0,1,20.0,1,1,1,NEW
4182,120.66666666666669,6,126.1,3,4,4,REGULARS
4183,107.33333333333331,6,70.39,4,4,2,ACTIVE
4184,156.33333333333334,3,22.5,2,2,1,REGULARS
4185,202.5,2,47.0,2,1,2,REGULARS
4186,66.0,1,25.3,4,1,1,REGULARS
4187,77.875,8,189.73,4,4,4,ACTIVE
4188,497.0,1,6.72,1,1,1,NEW
4189,133.5,2,27.1,3,1,1,REGULARS
4190,61.11111111111112,9,120.49,4,4,4,ACTIVE
4191,109.33333333333331,6,122.81,4,4,4,ACTIVE
4192,136.2,5,68.7,3,4,2,REGULARS
4193,152.25,4,62.54,3,3,2,REGULARS
4194,112.5,6,127.2,4,4,4,ACTIVE
4195,159.0,3,74.76,2,2,2,REGULARS
4196,139.0,5,39.9,3,4,1,REGULARS
4197,105.66666666666669,6,183.1,4,4,4,ACTIVE
4198,207.5,2,57.9,2,1,2,REGULARS
4199,158.5,4,76.94,2,3,3,REGULARS
4200,555.0,1,53.76,1,1,2,REGULARS
4201,85.16666666666667,6,101.66,4,4,3,ACTIVE
4202,113.66666666666669,6,138.4,3,4,4,REGULARS
4204,159.5,4,89.84,2,3,3,REGULARS
4205,167.5,2,51.5,2,1,2,REGULARS
4206,102.14285714285714,7,90.95,4,4,3,ACTIVE
4207,108.75,4,105.55,4,3,3,ACTIVE
4208,695.0,1,18.0,1,1,1,NEW
4209,326.0,2,35.8,1,1,1,NEW
4210,326.5,2,50.45,1,1,2,REGULARS
4211,129.6,5,130.01,3,4,4,REGULARS
4212,131.2,5,79.76,3,4,3,REGULARS
4213,203.66666666666663,3,111.9,2,2,3,REGULARS
4214,89.66666666666667,6,94.61,4,4,3,ACTIVE
4215,159.0,4,150.7,2,3,4,REGULARS
4216,141.6,5,48.9,3,4,2,REGULARS
4217,65.5,10,104.25,4,4,3,ACTIVE
4218,123.25,4,191.35,3,3,4,REGULARS
4219,148.75,4,57.5,3,3,2,REGULARS
4220,120.8,5,165.51,3,4,4,REGULARS
4221,151.25,4,83.96,3,3,3,REGULARS
4222,147.25,4,136.0,3,3,4,REGULARS
4223,92.85714285714286,7,124.2,4,4,4,ACTIVE
4224,81.16666666666667,6,109.61,4,4,3,ACTIVE
4225,121.5,2,24.4,3,1,1,REGULARS
4226,166.75,4,89.45,2,3,3,REGULARS
4227,174.33333333333334,3,106.1,2,2,3,REGULARS
4228,138.0,5,83.36,3,4,3,REGULARS
4229,177.0,3,48.8,2,2,2,REGULARS
4230,145.25,4,97.6,3,3,3,REGULARS
4231,347.0,2,68.91,1,1,2,REGULARS
4232,142.0,4,94.45,3,3,3,REGULARS
4233,177.75,4,83.3,2,3,3,REGULARS
4234,117.83333333333331,6,237.4,3,4,4,REGULARS
4235,92.71428571428572,7,211.84,4,4,4,ACTIVE
4236,166.5,4,193.4,2,3,4,REGULARS
4237,589.0,1,24.7,1,1,1,NEW
4238,99.0,3,65.5,4,2,2,ACTIVE
4239,193.5,2,101.8,2,1,3,REGULARS
4240,49.0,5,76.17,4,4,3,ACTIVE
4241,232.0,2,27.1,1,1,1,NEW
4242,233.0,3,27.76,1,2,1,REGULARS
4243,119.0,6,213.34,3,4,4,REGULARS
4244,124.4,5,62.71,3,4,2,REGULARS
4245,133.25,4,54.61,3,3,2,REGULARS
4246,183.33333333333331,3,71.31,2,2,2,REGULARS
4247,727.0,1,5.6,1,1,1,NEW
4248,447.0,1,11.7,1,1,1,NEW
4249,133.8,5,87.28,3,4,3,REGULARS
4250,356.0,2,39.76,1,1,1,NEW
4251,91.16666666666669,6,167.4,4,4,4,ACTIVE
4252,203.66666666666663,3,131.16,2,2,4,REGULARS
4254,123.33333333333331,3,58.42,3,2,2,REGULARS
4255,145.4,5,99.37,3,4,3,REGULARS
4256,231.66666666666663,3,59.21,1,2,2,REGULARS
4257,115.83333333333331,6,191.75,3,4,4,REGULARS
4258,113.0,5,130.7,3,4,4,REGULARS
4259,105.0,5,46.37,4,4,2,ACTIVE
4260,182.0,4,64.2,2,3,2,REGULARS
4261,138.0,5,157.25,3,4,4,REGULARS
4262,95.28571428571428,7,137.1,4,4,4,ACTIVE
4264,170.0,4,60.9,2,3,2,REGULARS
4265,132.4,5,49.9,3,4,2,REGULARS
4266,135.8,5,130.5,3,4,4,REGULARS
4267,68.83333333333333,6,143.7,4,4,4,ACTIVE
4268,135.2,5,75.75,3,4,3,REGULARS
4269,183.0,3,99.7,2,2,3,REGULARS
4270,218.0,3,44.72,1,2,2,REGULARS
4271,283.5,2,52.04,1,1,2,REGULARS
4272,67.0,9,244.0,4,4,4,ACTIVE
4273,85.5,4,49.1,4,3,2,ACTIVE
4274,112.33333333333331,6,103.6,4,4,3,ACTIVE
4275,127.2,5,144.6,3,4,4,REGULARS
4277,73.42857142857143,7,129.66,4,4,4,ACTIVE
4278,294.5,2,43.8,1,1,1,NEW
4279,702.0,1,16.9,1,1,1,NEW
4280,133.8,5,241.6,3,4,4,REGULARS
4281,132.2,5,108.96,3,4,3,REGULARS
4282,279.0,2,41.2,1,1,1,NEW
4283,211.66666666666663,3,91.91,2,2,3,REGULARS
4284,186.66666666666663,3,62.3,2,2,2,REGULARS
4285,156.5,4,60.65,2,3,2,REGULARS
4286,100.75,4,79.8,4,3,3,ACTIVE
4287,264.0,2,39.5,1,1,1,NEW
4288,111.6,5,131.0,4,4,4,ACTIVE
4289,160.33333333333334,3,115.3,2,2,4,REGULARS
4290,214.66666666666663,3,42.85,2,2,1,REGULARS
4291,116.0,6,89.36,3,4,3,REGULARS
4292,101.42857142857144,7,189.7,4,4,4,ACTIVE
4293,91.71428571428572,7,265.7,4,4,4,ACTIVE
4294,111.16666666666669,6,66.6,4,4,2,ACTIVE
4295,93.66666666666669,3,98.71,4,2,3,ACTIVE
4296,95.0,4,86.4,4,3,3,ACTIVE
4297,83.5,8,145.52,4,4,4,ACTIVE
4298,216.0,3,51.86,1,2,2,REGULARS
4299,118.33333333333331,6,135.69,3,4,4,REGULARS
4300,233.66666666666663,3,42.6,1,2,1,REGULARS
4301,92.75,4,138.26,4,3,4,ACTIVE
4302,76.28571428571429,7,254.72,4,4,4,ACTIVE
4303,79.11111111111111,9,245.37,4,4,4,ACTIVE
4304,176.66666666666666,3,50.36,2,2,2,REGULARS
4305,80.66666666666667,6,117.67,4,4,4,ACTIVE
